Simplified,Unicode (Simp.),Traditional,Unicode (Trad.),Pinyin,HSK Grade,JD Rank,JD Frequency,JD Percentile
沟,27807,溝,28317,gōu/gǎng/kòu,5,1610,11735,95.2769172
估,20272,估,20272,gū/gù,5,1326,17943,93.13350124
鼓,40723,鼓,40723,gǔ,5,1123,25016,90.9101934
冠,20896,冠,20896,guān/guàn,5,1713,10217,95.85959605
鬼,39740,鬼,39740,guǐ,5,1042,28916,89.79199026
柜,26588,櫃,27331,guì,5,1994,7101,97.10562393
滚,28378,滾,28414,gǔn,5,1542,12863,94.84559954
锅,38149,鍋,37707,guō/guǒ,5,2074,6416,97.38544292
汗,27735,汗,27735,hàn/hán/gān,5,1490,14011,94.48150322
豪,35946,豪,35946,háo,5,1513,13680,94.64600472
核,26680,核,26680,hé/gāi/kài,5,828,41944,85.90856341
盒,30418,盒,30418,hé/ān,5,2067,6506,97.3620925
贺,36154,賀,36032,hè,5,1690,10507,95.73631127
恨,24680,恨,24680,hèn,5,1295,18702,92.84037244
猴,29492,猴,29492,hóu,5,2187,5582,97.73453386
胡,32993,胡,32993,hú,5,806,43199,85.42434349
胡,32993,鬍,39693,hú,5,806,43199,85.42434349
糊,31946,糊,31946,hu/hú/hū/hù,5,1393,16098,93.72773334
糊,31946,餬,39212,hú,5,1393,16098,93.72773334
虎,34382,虎,34382,hǔ/hu/hù,5,1083,26514,90.37745046
滑,28369,滑,28369,huá/hua/gǔ,5,1480,14303,94.4082665
慌,24908,慌,24908,huāng/huang/huǎng,5,1650,11149,95.51286372
灰,28784,灰,28784,huī,5,1311,18298,92.9934473
恢,24674,恢,24674,huī,5,1364,17123,93.47888425
悔,24724,悔,24724,huǐ,5,1853,8485,96.53274952
惠,24800,惠,24800,huì,5,1524,13492,94.72317107
击,20987,擊,25802,jī/jì/xí,5,395,107513,70.72803574
肌,32908,肌,32908,jī/jì,5,1935,7830,96.87815578
辑,36753,輯,36655,ji/jí,5,1362,17169,93.46117092
籍,31821,籍,31821,jí/jiè,5,1579,12205,95.08600953
挤,25380,擠,25824,jǐ,5,1661,10920,95.57574613
夹,22841,夾,22846,jiā/jiá/xié/xiá/gā,5,1758,9574,96.08974114
甲,30002,甲,30002,jiǎ/jia,5,1106,25620,90.68744712
驾,39550,駕,39381,jià/jiā,5,1567,12492,95.00941267
肩,32937,肩,32937,jiān/xián,5,1415,15528,93.90731669
艰,33392,艱,33393,jiān,5,1647,11164,95.49557002
剪,21098,剪,21098,jiǎn,5,2227,5324,97.8476204
键,38190,鍵,37749,jiàn,5,1471,14434,94.34137228
郊,37066,郊,37066,jiāo,5,2351,4565,98.16330946
胶,33014,膠,33184,jiāo/jiǎo/háo/nǎo,5,2170,5721,97.68486616
戒,25106,戒,25106,jiè,5,1566,12510,95.00295699
届,23626,屆,23622,jiè,5,1522,13521,94.70922201
竞,31454,競,31478,jìng,5,1100,25897,90.60759245
敬,25964,敬,25964,jìng,5,1209,21646,91.95076817
拒,25298,拒,25298,jù/jǔ,5,1331,17892,93.17979227
俱,20465,俱,20465,jù/jū,5,1909,8024,96.77167737
军,20891,軍,36557,jūn,5,102,362526,42.14566645
烤,28900,烤,28900,kǎo,5,2629,3125,98.70492767
颗,39063,顆,38982,kē/kě/kuǎn,5,1448,14987,94.16610357
咳,21683,咳,21683,hāi/ké/hái/gāi,5,2373,4390,98.21383244
肯,32943,肯,32943,kěn,5,860,39813,86.58283313
控,25511,控,25511,kòng/kōng/qiāng,5,780,45664,84.82690525
库,24211,庫,24235,kù,5,1097,25924,90.56742532
款,27454,款,27454,kuǎn/xīn,5,807,43087,85.44661021
狂,29378,狂,29378,kuáng/jué,5,1147,24259,91.21542117
亏,20111,虧,34407,kuī,5,1738,9884,95.98936442
览,35272,覽,35261,lǎn/làn,5,1886,8259,96.67517085
烂,28866,爛,29211,làn,5,1754,9635,96.0699214
朗,26391,朗,26391,lǎng,5,1276,19288,92.65414633
劳,21171,勞,21214,láo/lào/liáo,5,679,56119,82.17833182
梨,26792,梨,26792,lí,5,3004,1884,99.18131933
璃,29827,璃,29827,lí,5,1894,8176,96.70912932
厉,21385,厲,21426,lì/lài,5,1339,17726,93.25332407
励,21169,勵,21237,lì,5,1468,14512,94.3189898
怜,24604,憐,24976,lián,5,1599,11848,95.20991807
帘,24088,簾,31806,lián,5,2458,3875,98.39554649
恋,24651,戀,25088,liàn,5,1464,14674,94.28881575
邻,37051,鄰,37168,lín/lìn,5,1659,10996,95.56442802
铃,38083,鈴,37428,líng,5,1969,7404,97.01181657
龄,40836,齡,40801,líng,5,1510,13733,94.62478603
令,20196,令,20196,lìng/líng/lián/lǐng,5,378,114570,69.75869669
漏,28431,漏,28431,lòu/lóu,5,2052,6627,97.31119227
逻,36923,邏,37007,luó/luò,5,1591,11959,95.16069532
骂,39554,罵,32629,mà,5,1449,14976,94.17384294
漫,28459,漫,28459,màn,5,1455,14869,94.22008643
矛,30683,矛,30683,máo,5,1441,15059,94.11181116
贸,36152,貿,36031,mào,5,1092,26198,90.50020398
貌,35980,貌,35980,mào/mò,5,1595,11921,95.18536509
煤,29028,煤,29028,méi,5,1740,9832,95.9995487
眠,30496,眠,30496,mián/miǎn/mǐn,5,1986,7195,97.07606175
秒,31186,秒,31186,miǎo,5,2028,6829,97.22782862
敏,25935,敏,25935,mǐn,5,1436,15135,94.07280938
摩,25705,摩,25705,mó/mí/mā,5,1162,23645,91.40083696
漠,28448,漠,28448,mò,5,1777,9366,96.1826617
幕,24149,幕,24149,mù/màn,5,1315,18138,93.03101396
奈,22856,奈,22856,nài,5,1624,11509,95.36092527
耐,32784,耐,32784,nài/néng,5,1409,15629,93.85901227
偶,20598,偶,20598,ǒu,5,1361,17246,93.45229824
陪,38506,陪,38506,péi,5,1664,10908,95.59266671
赔,36180,賠,36064,péi,5,1734,9960,95.96885166
喷,21943,噴,22132,pēn/pèn/fèn,5,1729,10027,95.94306047
盆,30406,盆,30406,pén,5,2035,6780,97.25242553
披,25259,披,25259,pī,5,2032,6790,97.24191309
脾,33086,脾,33086,pí/pái/bì/pì,5,2223,5386,97.83657619
匹,21305,匹,21305,pǐ,5,1908,8025,96.76753069
骗,39575,騙,39449,piàn,5,1503,13854,94.57494573
拼,25340,拼,25340,pīn/bìng,5,1820,8842,96.38522235
频,39057,頻,38971,pín/bīn,5,1535,13127,94.79867235
凭,20973,憑,24977,píng,5,1410,15619,93.86708394
泼,27900,潑,28497,po/pō/bō,5,2327,4688,98.10592925
葡,33889,葡,33889,pú/bèi,5,2130,5943,97.56448933
启,21551,啟,21855,qǐ,5,1320,18041,93.07771118
弃,24323,棄,26820,qì,5,1105,25730,90.67420709
签,31614,簽,31805,qiān,5,1254,20057,92.43109412
签,31614,籤,31844,qiān,5,1254,20057,92.43109412
欠,27424,欠,27424,qiàn/qian,5,1948,7682,96.9301361
枪,26538,槍,27085,qiāng/chēng/qiǎng,5,874,38569,86.86645256
抢,25250,搶,25654,qiǎng/qiāng/qiàng/chéng/chēng,5,1412,15596,93.88320557
悄,24708,悄,24708,qiāo/qiǎo/qiào,5,1434,15141,94.05716371
敲,25970,敲,25970,qiāo,5,1732,9978,95.95855162
瞧,30631,瞧,30631,qiáo,5,1551,12745,94.90514197
琴,29748,琴,29748,qín,5,1701,10383,95.79570022
勤,21220,勤,21220,qín/qí,5,1565,12536,94.99649201
曲,26354,曲,26354,qū/qǔ,5,1066,27401,90.14107345
劝,21149,勸,21240,quàn,5,1562,12587,94.97704022
染,26579,染,26579,rǎn,5,1141,24444,91.14001602
扰,25200,擾,25854,rǎo,5,1483,14252,94.43038852
绕,32469,繞,32350,rào/rǎo,5,1485,14172,94.4450771
忍,24525,忍,24525,rěn/rèn,5,1127,24862,90.96168535
扔,25172,扔,25172,rēng/rèng,5,1905,8045,96.75507875
荣,33635,榮,27054,róng,5,993,31662,89.02727333
绒,32466,絨,32104,róng,5,2678,2929,98.78156639
软,36719,軟,36575,ruǎn,5,1043,28885,89.8069176
润,28070,潤,28516,rùn,5,1369,16922,93.52289729
洒,27922,灑,28753,sǎ/xiǎn/xǐ/lí/shī,5,2283,4961,97.99629587
杀,26432,殺,27578,shā/shài/sà/xiè/shì,5,587,68776,79.17842977
傻,20667,傻,20667,shǎ,5,1989,7167,97.08719588
扇,25159,扇,25159,shàn/shān,5,1993,7125,97.10195423
稍,31245,稍,31245,shāo/shào,5,1373,16855,93.55781232
蛇,34503,蛇,34503,shé/yí/tuó/chí,5,1689,10538,95.73088141
舍,33293,捨,25448,shě,5,1344,17647,93.29901563
舍,33293,舍,33293,shě/shè/shì,5,1344,17647,93.29901563
射,23556,射,23556,shè/yè/yì,5,703,53184,82.85609966
摄,25668,攝,25885,shè/zhé/niè/shà,5,1403,15801,93.81039984
伸,20280,伸,20280,shēn,5,1161,23732,91.38861757
剩,21097,剩,21097,shèng,5,1446,14996,94.1506119
拾,25342,拾,25342,shi/shí/shè/jiè,5,1961,7497,96.98109938
驶,39542,駛,39387,shǐ,5,1520,13537,94.6952409
饰,39280,飾,39166,shì/chì,5,1604,11794,95.24044043
柿,26623,柿,26623,shì,5,3355,1221,99.45890633
寿,23551,壽,22781,shòu,5,1615,11646,95.30706592
瘦,30246,瘦,30246,shòu,5,1841,8632,96.47972374
蔬,34092,蔬,34092,shū/shǔ,5,2721,2799,98.84511494
鼠,40736,鼠,40736,shǔ,5,1693,10476,95.75256778
摔,25684,摔,25684,shuāi,5,2270,5035,97.96274876
硕,30805,碩,30889,shuò,5,2304,4819,98.04938417
私,31169,私,31169,sī,5,1023,29700,89.50408565
搜,25628,搜,25628,sōu/xiāo/sòu/shǎo,5,1564,12537,94.99001359
肃,32899,肅,32901,sù,5,1518,13581,94.68123447
宿,23487,宿,23487,sù/xiǔ/xiù/qī,5,1752,9693,96.0599521
碎,30862,碎,30862,suì,5,1420,15334,93.94701303
损,25439,損,25613,sǔn,5,911,36444,87.5850304
索,32034,索,32034,suǒ/suo,5,805,43365,85.40201889
锁,38145,鎖,37782,suǒ,5,1558,12638,94.9509865
抬,25260,抬,25260,tái/chī,5,1386,16315,93.66919968
坦,22374,坦,22374,tǎn,5,1017,30341,89.41126225
逃,36867,逃,36867,táo,5,996,31468,89.07617205
桃,26691,桃,26691,táo/tiāo/zhào,5,1839,8639,96.47080093
萄,33796,萄,33796,táo,5,2210,5463,97.80017591
厅,21381,廳,24307,tīng,5,1217,20989,92.03803096
偷,20599,偷,20599,tōu,5,1284,19006,92.7332589
吐,21520,吐,21520,tǔ/tù,5,1653,11132,95.53013106
兔,20820,兔,20820,tù/tú/chān,5,2364,4418,98.19335483
托,25176,托,25176,tuō,5,799,44052,85.26647131
托,25176,託,35351,tuō,5,799,44052,85.26647131
违,36829,違,36949,wéi/huí,5,1184,22751,91.66423872
唯,21807,唯,21807,wéi/wěi,5,1094,26041,90.52717448
委,22996,委,22996,wěi/wēi/wèi,5,457,90263,73.90028614
胃,32963,胃,32963,wèi,5,1957,7533,96.96558807
慰,24944,慰,24944,wèi,5,1632,11379,95.40827519
卧,21351,臥,33253,wò,5,1944,7696,96.91424805
污,27745,污,27745,wū,5,1405,15696,93.82664085
夕,22805,夕,22805,xī/yì,5,2003,7025,97.138462
析,26512,析,26512,xī/sī,5,1073,27019,90.23933601
悉,24713,悉,24713,xī,5,1428,15234,94.0101559
惜,24796,惜,24796,xī,5,1512,13687,94.63893509
吓,21523,嚇,22151,xià/hè,5,1466,14620,94.3039374
闲,38386,閒,38290,jiàn/jiān/jiǎn/xián,5,1529,13316,94.75772901
献,29486,獻,29563,xiàn/suō/xī,5,1192,22396,91.75738459
详,35814,詳,35443,xiáng/yáng,5,1439,15099,94.09623939
享,20139,享,20139,xiǎng,5,1227,20830,92.14612071
歇,27463,歇,27463,xiē/yà,5,1828,8733,96.42150997
协,21327,協,21332,xié,5,735,50123,83.71127208
斜,26012,斜,26012,xié/xiá/chá/yé,5,1786,9264,96.22597708
辛,36763,辛,36763,xīn,5,1463,14713,94.28123244
欣,27427,欣,27427,xīn,5,1523,13500,94.71619861
雄,38596,雄,38596,xióng,5,1054,28184,89.96920054
熊,29066,熊,29066,xióng,5,1741,9788,96.00460699
虚,34394,虛,34395,xū,5,1071,27076,90.21139757
询,35810,詢,35426,xún,5,1617,11643,95.3191003
押,25276,押,25276,yā/xiá/jiǎ,5,1775,9401,96.17296371
鸭,40493,鴨,40232,yā,5,2133,5932,97.57368914
厌,21388,厭,21421,yàn/yā/yǎn/yān/yì,5,1633,11376,95.41415414
艳,33395,艷,33399,yàn,5,2104,6172,97.4829396
央,22830,央,22830,yāng/yīng,5,800,44052,85.28923673
邀,36992,邀,36992,yāo,5,1854,8484,96.53713392
咬,21676,咬,21676,yǎo/jiāo/yāo/jiǎo,5,1658,11029,95.55874545
乙,20057,乙,20057,yǐ/yì/jué,5,1872,8313,96.61523928
忆,24518,憶,25014,yì,5,1333,17829,93.19824046
谊,35850,誼,35516,yì,5,2136,5902,97.58285536
饮,39278,飲,39154,yǐn/yìn,5,1569,12453,95.02230181
硬,30828,硬,30828,yìng/gěng,5,1170,23364,91.49793107
拥,25317,擁,25793,yōng,5,1059,27833,90.04135046
幽,24189,幽,24189,yōu,5,1636,11319,95.43173104
尤,23588,尤,23588,yóu,5,1099,25908,90.59420926
犹,29369,猶,29494,yóu/yáo,5,1230,20747,92.17836086
羽,32701,羽,32701,yǔ/hù,5,1865,8366,96.58508021
域,22495,域,22495,yù,5,847,40597,86.31266975
豫,35947,豫,35947,yù/xiè/shū,5,1956,7590,96.96169513
怨,24616,怨,24616,yuàn/yuan/yùn,5,1637,11305,95.43757329
灾,28798,災,28797,zāi,5,1349,17531,93.34444518
仔,20180,仔,20180,zǐ/zī/zǎi,5,1572,12428,95.041581
暂,26242,暫,26283,zàn,5,1325,17968,93.12422856
暂,26242,蹔,36436,zàn/cán,5,1325,17968,93.12422856
糟,31967,糟,31967,zāo,5,1918,7960,96.8087872
赠,36192,贈,36104,zèng,5,2123,6004,97.54288048
摘,25688,摘,25688,zhāi,5,2026,6845,97.22076779
涨,28072,漲,28466,zhǎng/zhàng/zhāng,5,1803,9089,96.30647411
掌,25484,掌,25484,zhǎng/zhang,5,890,37729,87.18212404
珍,29645,珍,29645,zhēn,5,1314,18144,93.02164051
诊,35786,診,35386,zhěn,5,1401,15931,93.79400845
振,25391,振,25391,zhèn/zhēn/zhěn,5,1140,24469,91.12738372
震,38663,震,38663,zhèn/shēn,5,1104,25746,90.6609102
挣,25379,掙,25497,zhēng/zhèng,5,1875,8297,96.62811343
织,32455,織,32340,zhī/zhì,5,578,69482,78.85672224
执,25191,執,22519,zhí,5,763,47543,84.41626468
珠,29664,珠,29664,zhū,5,1286,18916,92.75284764
竹,31481,竹,31481,zhú,5,1588,12000,95.14214273
筑,31569,築,31689,yuán/zhú,5,1130,24780,91.00015329
撞,25758,撞,25758,zhuàng,5,1540,12894,94.83229335
紫,32043,紫,32043,zǐ,5,1646,11172,95.48980063
醉,37257,醉,37257,zuì,5,1783,9292,96.21159494
尊,23562,尊,23562,zūn,5,1134,24662,91.05120649
遵,36981,遵,36981,zūn,5,1593,11935,95.17303822
挨,25384,挨,25384,āi/ái,6,2012,6930,97.17091456
傲,20658,傲,20658,ào/áo,6,1960,7503,96.97722504
罢,32610,罷,32631,ba/bà/pí/pì/bǐ/bǎi,6,1305,18492,92.93639319
榜,27036,榜,27036,bǎng/bēng/bàng/páng,6,2556,3458,98.58194521
傍,20621,傍,20621,bàng/páng/bēng/péng,6,2558,3444,98.58550637
胞,32990,胞,32990,bāo/páo/pào,6,1341,17702,93.27162912
暴,26292,暴,26292,bào/pù/bó,6,1028,29566,89.58059155
爆,29190,爆,29190,bào/bó,6,1243,20340,92.31641226
奔,22868,奔,22868,bēn/bèn/fèn,6,1285,18989,92.74307214
逼,36924,逼,36924,bī,6,1559,12623,94.95750987
扁,25153,扁,25153,biǎn/piān/biān/pián,6,1737,9917,95.98425651
拨,25320,撥,25765,bō/fá,6,1807,9047,96.3251869
波,27874,波,27874,bō/bēi/bì,6,664,58859,81.73019229
捕,25429,捕,25429,bǔ,6,1312,18236,93.00287139
踩,36393,踩,36393,cǎi/kuí,6,2570,3343,98.60649819
残,27531,殘,27544,cán,6,1150,24030,91.25280747
惨,24808,慘,24920,cǎn,6,1530,13314,94.76460949
仓,20179,倉,20489,cāng/chuàng,6,1882,8275,96.6580818
藏,34255,藏,34255,cáng/zàng/zāng,6,907,36704,87.50953481
厕,21397,廁,24257,cè/cì/zè/si,6,2920,2118,99.09477073
侧,20391,側,20596,cè/zè/zhāi,6,1220,20960,92.07053778
策,31574,策,31574,cè,6,714,52394,83.15607121
昌,26124,昌,26124,chāng/chàng,6,1606,11787,95.25262623
畅,30021,暢,26274,chàng,6,2122,6012,97.5397777
炒,28818,炒,28818,chǎo,6,2590,3260,98.64070833
撤,25764,撤,25764,chè,6,1270,19485,92.59411554
撑,25745,撐,25744,chēng/cheng,6,2183,5628,97.72293152
崇,23815,崇,23815,chóng,6,1482,14262,94.4230233
宠,23456,寵,23541,chǒng/lóng,6,2422,4108,98.3212793
储,20648,儲,20786,chǔ/chú,6,1526,13408,94.73705709
串,20018,串,20018,chuàn/guàn/quàn,6,1832,8695,96.43950287
醋,37259,醋,37259,cù/zuò,6,3076,1712,99.24837168
搭,25645,搭,25645,dā/tà,6,1842,8626,96.48418153
诞,35806,誕,35477,dàn,6,1997,7085,97.11661595
党,20826,黨,40680,dǎng/tǎng/chèng,6,411,103165,71.59725541
档,26723,檔,27284,dàng/dāng,6,1787,9248,96.2307563
岛,23707,島,23798,dǎo,6,798,44056,85.2437059
蹈,36424,蹈,36424,dǎo,6,2659,3004,98.75240885
盗,30423,盜,30428,dào,6,1619,11595,95.33109747
滴,28404,滴,28404,dī,6,1896,8104,96.71752604
抵,25269,抵,25269,dǐ/zhǐ/qí,6,1119,25228,90.85831799
帝,24093,帝,24093,dì,6,612,66035,80.05143955
吊,21514,吊,21514,diào,6,2050,6637,97.3043428
跌,36300,跌,36300,diē/tú,6,1590,11967,95.15451509
督,30563,督,30563,dū,6,946,34523,88.22563881
赌,36172,賭,36077,dǔ,6,2037,6759,97.25942177
渡,28193,渡,28193,dù,6,1406,15692,93.83475024
端,31471,端,31471,duān,6,916,36233,87.67886205
蹲,36466,蹲,36466,dūn/zún/cún/zūn/cǔn/cuán/qǔn,6,2497,3720,98.47203741
夺,22842,奪,22890,duó/duì,6,1199,22148,91.8377514
额,39069,額,38989,é,6,936,34823,88.04674588
恩,24681,恩,24681,ēn,6,888,37898,87.14307421
番,30058,番,30058,fān/fán/bō/pó/pān/pán/pàn/pí,6,1452,14927,94.19700164
凡,20961,凡,20961,fán,6,1013,30533,89.34844185
犯,29359,犯,29359,fàn,6,767,47098,84.51416135
肺,32954,肺,32954,fèi/pèi,6,2044,6692,97.2836993
废,24223,廢,24290,fèi,6,1376,16754,93.5838216
氛,27675,氛,27675,fēn,6,2009,6968,97.16015044
粉,31881,粉,31881,fěn,6,1498,13874,94.53911856
愤,24868,憤,24996,fèn,6,1508,13749,94.61058426
峰,23792,峰,23792,fēng,6,1473,14424,94.35628102
锋,38155,鋒,37586,fēng,6,1671,10783,95.63196615
奉,22857,奉,22857,fèng,6,1382,16453,93.63535852
佛,20315,彿,24447,fú,6,771,47038,84.6114322
佛,20315,佛,20315,fú/bó/bì/fó,6,771,47038,84.6114322
浮,28014,浮,28014,fú,6,1462,14717,94.27362898
副,21103,副,21103,fù/pì,6,764,47520,84.44082231
肝,32925,肝,32925,gān,6,1760,9551,96.09961587
杆,26438,桿,26751,hàn/gǎn,6,2011,6944,97.16733324
杆,26438,杆,26438,gān/gǎn/gàn,6,2011,6944,97.16733324
岗,23703,崗,23831,gǎng/gāng,6,1795,9163,96.26878549
港,28207,港,28207,gǎng/hòng,6,927,35577,87.88314618
稿,31295,稿,31295,gǎo,6,1587,12012,95.13594131
攻,25915,攻,25915,gōng,6,588,68747,79.2139572
宫,23467,宮,23470,gōng,6,982,32179,88.84606934
巩,24041,鞏,38799,gǒng,6,2384,4344,98.23865053
贡,36129,貢,36002,gòng,6,1548,12785,94.88536254
孤,23396,孤,23396,gū,6,1334,17817,93.20744802
谷,35895,谷,35895,gǔ/lù/yù,6,1095,26005,90.54061348
股,32929,股,32929,gǔ/gu,6,644,61861,81.10658818
刮,21038,刮,21038,guā,6,2350,4565,98.16095033
刮,21038,颳,39091,guā/jǐ,6,2350,4565,98.16095033
拐,25296,拐,25296,guǎi,6,2232,5282,97.86132503
贯,36143,貫,36011,guàn/wān,6,1478,14361,94.39346991
轨,36712,軌,36556,guǐ,6,1883,8273,96.66235716
跪,36330,跪,36330,guì,6,2128,5955,97.55834114
憾,25022,憾,25022,hàn/dàn,6,2269,5036,97.96014675
耗,32791,耗,32791,hào/máo/mào,6,1730,9999,95.9482278
狠,29408,狠,29408,hěn/yán/kěn/hǎng,6,1654,11116,95.53587564
横,27178,橫,27243,héng,6,1330,17912,93.17054595
衡,34913,衡,34913,héng,6,1340,17719,93.26248099
宏,23439,宏,23439,hóng,6,1798,9134,96.28296246
洪,27946,洪,27946,hóng,6,1350,17526,93.35350235
壶,22774,壺,22778,hú,6,2518,3652,98.51198697
幻,24187,幻,24187,huàn,6,1417,15371,93.92321197
患,24739,患,24739,huàn,6,1249,20203,92.379166
皇,30343,皇,30343,huáng/wǎng,6,759,47750,84.31785587
辉,36745,輝,36637,huī,6,1623,11518,95.35497759
毁,27585,毀,27584,huǐ,6,1160,23773,91.37635323
毁,27585,燬,29164,huǐ,6,1160,23773,91.37635323
绘,32472,繪,32362,huì/guì,6,1809,9039,96.33453348
慧,24935,慧,24935,huì,6,1505,13810,94.58922295
昏,26127,昏,26127,hūn/hún/hùn,6,1561,12600,94.97053544
混,28151,混,28151,hùn/hún/gǔn/kūn,6,1137,24605,91.08937469
吉,21513,吉,21513,jí,6,856,40081,86.50038058
疾,30142,疾,30142,jí,6,1273,19402,92.62420122
佳,20339,佳,20339,jiā,6,1583,12061,95.1110824
嘉,22025,嘉,22025,jiā,6,1845,8576,96.4974872
尖,23574,尖,23574,jiān,6,1321,18036,93.08703192
监,30417,監,30435,jiān/jiàn/kàn,6,838,41082,86.12286283
捡,25441,撿,25791,jiǎn/liàn,6,2753,2653,98.88999152
剑,21073,劍,21133,jiàn,6,869,39020,86.76618333
舰,33328,艦,33382,jiàn,6,851,40500,86.39645767
践,36341,踐,36368,jiàn,6,1578,12242,95.07970217
鉴,37492,鑑,37969,jiàn,6,1655,11090,95.54160679
鉴,37492,鑒,37970,jiàn,6,1655,11090,95.54160679
箭,31661,箭,31661,jiàn,6,1496,13922,94.52476951
酱,37233,醬,37292,jiàng,6,3100,1668,99.2693268
骄,39556,驕,39509,jiāo/xiāo/jū/qiáo,6,2248,5196,97.90463576
焦,28966,焦,28966,jiāo/qiáo,6,1554,12684,94.92483665
揭,25581,揭,25581,jiē/qì/hé,6,1666,10892,95.60392539
杰,26480,傑,20625,jié,6,1129,24796,90.98734735
洁,27905,潔,28500,jié,6,1531,13261,94.77146258
截,25130,截,25130,jié,6,1552,12718,94.91171444
井,20117,井,20117,jǐng/jìng,6,1431,15158,94.03367996
径,24452,徑,24465,jìng/jīng,6,1307,18428,92.95545532
纠,32416,糾,31998,jiū/jiǎo,6,1723,10064,95.91193967
捐,25424,捐,25424,juān/yuán,6,2235,5273,97.86950729
菌,33740,菌,33740,jūn/jùn,6,1733,9971,95.96370448
刊,21002,刊,21002,kān,6,1241,20458,92.29537291
抗,25239,抗,25239,kàng/gāng,6,766,47342,84.48982181
扣,25187,扣,25187,kòu,6,1625,11505,95.36687088
酷,37239,酷,37239,kù,6,1867,8345,96.59371569
跨,36328,跨,36328,kuà/kù/kuā/kuǎ,6,1774,9404,96.16810541
阔,38420,闊,38346,kuò,6,1675,10722,95.65414037
啦,21862,啦,21862,la/lā,6,1194,22263,91.78043269
赖,36182,賴,36084,lài,6,1365,17123,93.48773316
栏,26639,欄,27396,lán/liàn,6,2101,6182,97.47336461
懒,25042,懶,25078,lǎn/lài,6,2230,5307,97.85585693
牢,29282,牢,29282,láo/lào/lóu,6,1696,10454,95.76878605
梁,26753,梁,26753,liáng/liang,6,1416,15387,93.91526847
谅,35845,諒,35538,liàng/liáng,6,2120,6024,97.53356181
裂,35010,裂,35010,liè/liě,6,1317,18093,93.049719
灵,28789,靈,38728,líng/ling,6,734,50134,83.68536926
炉,28809,爐,29200,lú,6,1980,7295,97.05360485
露,38706,露,38706,lù/lòu,6,841,40954,86.18644704
略,30053,略,30053,è/lüè,6,704,53068,82.88352441
嘛,22043,嘛,22043,ma/má,6,1628,11474,95.3846731
埋,22475,埋,22475,mái/mán,6,1640,11246,95.45505045
麦,40614,麥,40613,mài,6,1171,23271,91.50995717
馒,39314,饅,39237,mán,6,3628,881,99.60583092
盲,30450,盲,30450,máng,6,2079,6395,97.4019909
梅,26757,梅,26757,méi,6,1159,23824,91.3640677
蒙,33945,蒙,33945,méng/mēng/měng,6,1039,29019,89.74713383
盟,30431,盟,30431,méng/mèng,6,1163,23581,91.41302327
猛,29467,猛,29467,měng,6,1157,23862,91.33942893
棉,26825,棉,26825,mián,6,1967,7416,97.0041635
妙,22937,妙,22937,miào/miǎo,6,1250,20165,92.38958697
灭,28781,滅,28357,miè,6,953,34135,88.34993597
膜,33180,膜,33180,mó,6,1945,7694,96.9182242
磨,30952,磨,30952,mó/mo/mò,6,1537,13082,94.81221212
墨,22696,墨,22696,mò/mèi,6,1493,13959,94.50316375
谋,35851,謀,35584,móu/mou,6,989,31910,88.9617367
墓,22675,墓,22675,mù,6,1816,8890,96.36692919
纳,32435,納,32013,nà,6,684,55597,82.32272882
泥,27877,泥,27877,ní/nì/nǐ/niè/nìng,6,1499,13874,94.54628844
扭,25197,扭,25197,niǔ/niu/chǒu/zhǒu/zhòu,6,1805,9054,96.31583516
怒,24594,怒,24594,nù,6,1143,24374,91.16521498
诺,35834,諾,35582,nuò,6,969,32991,88.62740773
盼,30460,盼,30460,pàn/fén,6,2174,5689,97.69664835
泡,27873,泡,27873,pào/pāo/páo,6,2000,7046,97.12755215
炮,28846,炮,28846,pào/páo/bāo,6,914,36315,87.64138272
炮,28846,砲,30770,pào/báo/pū,6,914,36315,87.64138272
偏,20559,偏,20559,piān,6,1204,21877,91.89456727
贫,36139,貧,36007,pín,6,1359,17263,93.4344645
聘,32856,聘,32856,pìn/pìng,6,2253,5148,97.9179962
屏,23631,屏,23631,píng/bǐng/bìng/bīng,6,1891,8208,96.69643707
坡,22369,坡,22369,pō,6,1550,12758,94.89855554
扑,25169,撲,25778,pū/bǔ,6,1509,13748,94.61768902
铺,38138,鋪,37610,pù/pū/pu,6,1613,11654,95.29502638
欺,27450,欺,27450,qī,6,1699,10418,95.78495833
旗,26071,旗,26071,qí,6,1407,15665,93.84284568
恰,24688,恰,24688,qià,6,1308,18420,92.96497451
迁,36801,遷,36983,qiān,6,1630,11433,95.39649869
牵,29301,牽,29309,qiān/qiàn,6,1679,10641,95.67618642
铅,38085,鉛,37467,qiān/yán,6,2641,3075,98.72413967
谦,35878,謙,35609,qiān/zhàn,6,2345,4588,98.14912784
潜,28508,潛,28507,qián,6,1112,25452,90.7666124
歉,27465,歉,27465,qiàn,6,2149,5833,97.62223749
茄,33540,茄,33540,jiā/qié,6,3136,1596,99.29966829
侵,20405,侵,20405,qīn/qǐn,6,1086,26466,90.4185142
倾,20542,傾,20670,qīng/qǐng,6,1260,19849,92.49288818
渠,28192,渠,28192,qú/jù,6,2315,4769,98.07664614
券,21048,券,21048,quàn/xuàn,6,1481,14293,94.41565291
融,34701,融,34701,róng,6,1225,20883,92.1245656
乳,20083,乳,20083,rǔ,6,1831,8701,96.43500943
